run_id,learning_rate,batch_size,buffer_size,hidden_units,num_layers,time_horizon,beta,gamma,lambd,final_10_percent_reward_mean,mean_reward,max_reward,min_reward,late_phase_std,all_rewards_std,convergence_detected,convergence_episode,episodes_after_convergence,total_episodes,training_duration_seconds,config_hash,config_path,error_occurred,created_at,updated_at,error_message,max_steps
3DBall_20260117_215123_3g54bz,0.003,1024,16384,64,2,256,0.03,0.9,0.9,493.356287262873,100.231013550136,500.02,4.4,228.427058128158,184.630880183388,true,53,3637,3690,275,1881548654487707740,,false,2026-01-17 20:55:58.385613,2026-01-17 20:55:58.385613,,750000
3DBall_20260117_215558_berevh,0.0001,32,8192,64,1,64,0.01,0.999,0.97,309.992377358491,44.8445248868778,500.02,4.6,150.402860179507,111.680280300652,true,55,2597,2652,127,-1235110912134490997,,false,2026-01-17 20:58:06.445666,2026-01-17 20:58:06.445666,,250000
3DBall_20260117_215807_fkv3mv,0.00001,64,32768,128,3,128,0.03,0.999,0.9,271.693590021692,39.2080938448201,500.02,4.5,142.664712225771,104.881459774133,true,68,9160,9228,407,8389849572939202242,,false,2026-01-17 21:04:54.670077,2026-01-17 21:04:54.670077,,750000
3DBall_20260117_220455_q39txm,0.001,128,32768,64,1,32,0.0003,0.999,0.9,265.339468599034,38.7121696442942,500.02,4.4,137.965704631792,101.529146654075,true,65,6148,6213,214,-8363892078230570732,,false,2026-01-17 21:08:29.64491,2026-01-17 21:08:29.64491,,500000
3DBall_20260117_220830_pcxdh9,0.0001,1024,32768,256,2,128,0.1,0.95,0.97,481.777035573123,64.5963771548888,500.02,4.5,188.248024393062,143.474895173478,true,84,7515,7599,420,1381021282987753764,,false,2026-01-17 21:15:31.038312,2026-01-17 21:15:31.038312,,1000000
3DBall_20260117_221531_lkanmu,0.00003,32,2048,512,1,256,0.0001,0.999,0.97,278.142164179104,90.4550111193476,500.02,4.8,182.241542339749,150.309590489018,true,59,1290,1349,139,-5844993195698539174,,false,2026-01-17 21:17:50.688142,2026-01-17 21:17:50.688142,,250000
3DBall_20260117_221751_0g1y0n,0.0001,256,32768,256,3,256,0.0003,0.99,0.9,403.180797101449,52.9483555491162,500.02,4.3,173.426663034358,129.829517025968,true,62,6840,6902,366,6657261496276828080,,false,2026-01-17 21:23:58.428944,2026-01-17 21:23:58.428944,,750000
3DBall_20260117_222359_eokfvh,0.0003,32,32768,64,2,32,0.1,0.95,0.92,275.610661157025,39.7930411094601,500.02,4.1,142.733597085923,105.065103971339,true,79,5978,6057,286,-6468276504047851583,,false,2026-01-17 21:28:45.585052,2026-01-17 21:28:45.585052,,500000
3DBall_20260117_222846_bvle4h,0.00003,32,1024,512,3,128,0.1,0.92,0.9,484.457952755906,291.101345852895,500.02,4.4,97.7589508908684,239.378343550747,true,50,1228,1278,912,4705293441468637802,,false,2026-01-17 21:43:58.446445,2026-01-17 21:43:58.446445,,750000
3DBall_20260117_224359_1eogju,0.0001,1024,32768,256,1,256,0.03,0.9,0.95,136.775042060988,25.0872053181985,500.02,4.2,88.5701851638458,64.4011699967956,true,82,18947,19029,403,8349782684761044999,,false,2026-01-17 21:50:42.874277,2026-01-17 21:50:42.874277,,1000000
3DBall_20260117_225043_j1vytv,0.0001,64,1024,32,1,128,0.0001,0.99,0.9,36.0250755287009,17.7582213498415,161.6,4.4,17.4753031838085,14.0712849956743,true,92,6531,6623,119,-2512235331692573620,,false,2026-01-17 21:52:43.42864,2026-01-17 21:52:43.42864,,250000
3DBall_20260117_225243_hydaas,0.001,64,8192,32,3,128,0.0003,0.95,0.97,500.02,197.326677299309,500.02,4.5,202.355533594561,234.269066556172,true,98,1783,1881,348,7094931627567024073,,false,2026-01-17 21:58:32.604159,2026-01-17 21:58:32.604159,,750000
3DBall_20260117_225833_7tapk5,0.0001,64,8192,512,1,64,0.0001,0.99,0.9,489.238566978193,154.284691588785,500.02,4.4,235.271677084469,219.806354558324,true,81,3129,3210,476,2851415088506629497,,false,2026-01-17 22:06:30.009961,2026-01-17 22:06:30.009961,,1000000
3DBall_20260117_230630_k3tli6,0.001,256,4096,256,2,32,0.01,0.995,0.9,500.02,246.428772395488,500.02,4.6,93.4046370473438,241.990660386483,true,91,1416,1507,327,-6907208242256420931,,false,2026-01-17 22:11:58.751606,2026-01-17 22:11:58.751606,,750000
3DBall_20260117_231159_6e1owe,0.003,32,32768,64,1,128,0.001,0.999,0.97,483.86173453997,74.1591826270548,500.02,4.3,200.738745175096,155.485146450966,true,82,6549,6631,488,-8207591530413342849,,false,2026-01-17 22:20:07.760629,2026-01-17 22:20:07.760629,,1000000
3DBall_20260117_232008_qkizuc,0.001,1024,32768,256,3,32,0.1,0.92,0.97,85.3828021015762,20.4235001750088,500.02,4.4,61.4067839603382,44.6253330047147,true,105,5609,5714,126,3106766752284429284,,false,2026-01-17 22:22:15.374402,2026-01-17 22:22:15.374402,,250000
3DBall_20260117_232215_egi3cx,0.00001,128,1024,256,2,32,0.001,0.95,0.95,417.591010638298,64.9136397449522,500.02,4.5,177.233177537842,136.190023559335,true,67,5579,5646,367,6200681759420400733,,false,2026-01-17 22:28:23.274689,2026-01-17 22:28:23.274689,,750000
3DBall_20260117_232823_192xaa,0.00001,256,1024,64,1,32,0.001,0.97,0.9,10.2553846153846,10.2059142702116,46.8,4.1,3.48656293239614,3.5323834946219,true,55,11003,11058,117,-3389979810109246186,,false,2026-01-17 22:30:21.203386,2026-01-17 22:30:21.203386,,250000
3DBall_20260117_233021_5d83vz,0.003,1024,8192,32,1,64,0.03,0.995,0.99,480.473286219081,174.580017655367,500.02,4.2,220.043413805747,225.304761322864,true,50,2782,2832,352,-4743725974518798029,,false,2026-01-17 22:36:14.586321,2026-01-17 22:36:14.586321,,1000000
3DBall_20260117_233614_vawzni,0.003,512,16384,256,2,32,0.001,0.9,0.95,163.184613152805,34.9888844852586,500.02,2.9,119.135425707567,104.522357274324,true,88,10257,10345,333,4386995825552482001,,false,2026-01-17 22:41:49.104076,2026-01-17 22:41:49.104076,,750000
3DBall_20260117_234149_rkc42p,0.001,128,1024,256,1,256,0.0001,0.995,0.9,415.285376344086,263.619487726788,500.02,4.2,153.676781995759,241.24626803082,true,75,862,937,203,2926252279846765868,,false,2026-01-17 22:45:12.977757,2026-01-17 22:45:12.977757,,500000
3DBall_20260117_234513_ng88po,0.0003,64,32768,512,2,64,0.001,0.99,0.99,109.111971544715,23.6469541396104,500.02,4.6,71.5865617861226,52.2882555612552,true,62,4866,4928,180,4194941497398355489,,false,2026-01-17 22:48:14.143338,2026-01-17 22:48:14.143338,,250000
3DBall_20260117_234814_vwvbn4,0.001,1024,2048,64,1,128,0.0001,0.92,0.99,498.133282442748,93.2162809288162,500.02,4.1,222.246752126207,177.525642526107,true,79,2548,2627,180,7904620187329506012,,false,2026-01-17 22:51:15.265131,2026-01-17 22:51:15.265131,,500000
3DBall_20260117_235115_fl8jbg,0.00003,256,4096,512,1,128,0.03,0.9,0.99,228.695530903328,38.1436314706348,500.02,4.2,119.932209051356,89.0540218248505,true,80,6237,6317,208,-9104579767678387176,,false,2026-01-17 22:54:44.363739,2026-01-17 22:54:44.363739,,500000
3DBall_20260117_235444_cov6j6,0.0001,256,2048,128,1,256,0.003,0.97,0.99,150.117744360902,29.7934958739685,500.02,4.4,87.4165923257521,64.5951990171556,true,50,3949,3999,102,-8935885674327559430,,false,2026-01-17 22:56:27.606805,2026-01-17 22:56:27.606805,,250000
3DBall_20260117_235627_vaiogo,0.0003,32,32768,256,2,128,0.001,0.999,0.92,118.607213114754,24.0832931069748,500.02,4.1,80.6554922401627,58.5911053315116,true,50,4839,4889,170,-2892302757598937072,,false,2026-01-17 22:59:18.445562,2026-01-17 22:59:18.445562,,250000
3DBall_20260117_235918_l80id2,0.0003,64,4096,256,2,64,0.0003,0.995,0.92,496.113492063492,193.800157728707,500.02,4.8,205.231831475661,233.030120450553,true,58,1210,1268,268,-7956985994006633009,,false,2026-01-17 23:03:47.623014,2026-01-17 23:03:47.623014,,500000
3DBall_20260118_000347_wgaqx6,0.0001,64,1024,64,1,32,0.0001,0.995,0.9,221.042080291971,43.8599160583942,500.02,4.4,111.962806893494,85.3413263871525,true,56,2684,2740,115,-7771965920290160862,,false,2026-01-17 23:05:43.875368,2026-01-17 23:05:43.875368,,250000
3DBall_20260118_000544_4by6s1,0.00003,512,8192,256,1,256,0.0003,0.999,0.9,21.4463787375415,15.5077847891066,123.4,4.2,11.8927647915212,9.94110002895222,true,51,15004,15055,214,6539756277974784596,,false,2026-01-17 23:09:18.767156,2026-01-17 23:09:18.767156,,500000
3DBall_20260118_000918_paicu1,0.00003,512,32768,64,2,256,0.0003,0.999,0.92,93.3971303901437,24.5468514526229,500.02,4.3,53.5528369469823,40.2437329307894,true,71,19411,19482,408,3074503866064180071,,false,2026-01-17 23:16:07.945907,2026-01-17 23:16:07.945907,,1000000
3DBall_20260118_001608_98yw3o,0.001,128,2048,32,2,128,0.0001,0.92,0.99,493.823050847458,208.054231418919,500.02,4.7,189.577352661115,237.338773059486,true,66,1118,1184,198,-3351881175522327039,,false,2026-01-17 23:19:27.117127,2026-01-17 23:19:27.117127,,500000
3DBall_20260118_001927_y2wiuo,0.00003,32,2048,64,1,128,0.001,0.9,0.92,428.88286163522,57.4446780778894,500.02,4.4,177.232877214373,133.585536919885,true,93,6275,6368,368,9019477281679611154,,false,2026-01-17 23:25:36.585008,2026-01-17 23:25:36.585008,,750000
3DBall_20260118_002536_bciv0z,0.001,128,8192,128,1,128,0.01,0.999,0.92,490.216046511628,191.989821981424,500.02,4.5,208.014796123144,232.294105089338,true,53,2531,2584,397,8158185320998389346,,false,2026-01-17 23:32:14.450273,2026-01-17 23:32:14.450273,,1000000
3DBall_20260118_003214_he26oc,0.0003,2048,4096,256,1,64,0.1,0.9,0.92,14.0743202416918,11.4828887770508,57.7,4,4.8225978941837,4.37012126241633,true,92,9843,9935,113,-2279795859740991518,,false,2026-01-17 23:34:08.57208,2026-01-17 23:34:08.57208,,250000
3DBall_20260118_003408_f4s02o,0.00001,64,1024,512,3,32,0.001,0.97,0.97,500.02,161.219482306684,500.02,4.1,225.356740556572,218.646059085001,true,50,1476,1526,458,487272659736027987,,false,2026-01-17 23:41:47.899457,2026-01-17 23:41:47.899457,,500000
3DBall_20260118_004147_jk9iis,0.00003,2048,16384,256,2,256,0.03,0.99,0.92,64.6449294729027,26.7055800489869,431.12,4.4,41.3942018370301,32.7093192099378,true,107,13366,13473,323,8147343778991665976,,false,2026-01-17 23:47:12.080901,2026-01-17 23:47:12.080901,,750000
3DBall_20260118_004712_36i45c,0.0003,256,16384,512,3,64,0.001,0.92,0.9,494.359188405797,106.954575731248,500.02,4.1,230.385810522213,189.068374940793,true,82,3371,3453,466,2477771521361917343,,false,2026-01-17 23:54:59.751422,2026-01-17 23:54:59.751422,,750000
3DBall_20260118_005459_kycabc,0.003,256,4096,256,1,64,0.001,0.9,0.9,470.954319526627,145.61201183432,500.02,4.3,237.706530928505,215.385463827944,true,60,1630,1690,194,2099638477698277997,,false,2026-01-17 23:58:15.143335,2026-01-17 23:58:15.143335,,500000
3DBall_20260118_005815_jxil85,0.00003,128,32768,32,3,64,0.0003,0.95,0.95,25.4045731707317,14.126017796197,150.6,4.2,11.801501268392,9.42398189986723,true,96,16312,16408,240,-3851349755200182195,,false,2026-01-18 00:02:16.261079,2026-01-18 00:02:16.261079,,500000
3DBall_20260118_010216_vjj9nj,0.0001,32,32768,256,3,64,0.03,0.92,0.95,95.1634333958724,21.7808035212587,500.02,4.2,65.677311846503,47.8050830576194,true,51,5288,5339,199,-2988530858664946497,,false,2026-01-18 00:05:36.204861,2026-01-18 00:05:36.204861,,250000
3DBall_20260118_010536_7ahc07,0.0001,64,4096,512,3,64,0.1,0.95,0.95,493.648370786517,278.010633408072,500.02,4.9,69.4289492372312,240.217196146385,true,74,1710,1784,908,-187084420153816732,,false,2026-01-18 00:20:45.478623,2026-01-18 00:20:45.478623,,1000000
3DBall_20260118_012045_1rtw7b,0.0001,512,8192,128,2,32,0.001,0.92,0.97,146.07125,27.8562155152087,500.02,4.5,87.0031540141377,63.8834523382974,true,62,4179,4241,109,-2438304274637028616,,false,2026-01-18 00:22:35.311058,2026-01-18 00:22:35.311058,,250000
3DBall_20260118_012235_wxd7s8,0.0003,32,8192,32,3,32,0.003,0.92,0.97,496.109397590362,148.981489361702,500.02,4.4,235.915660314346,216.481828516367,true,50,2441,2491,404,-5833273549458886537,,false,2026-01-18 00:29:20.709455,2026-01-18 00:29:20.709455,,750000
3DBall_20260118_012920_2f2nhu,0.0001,128,4096,256,3,128,0.1,0.999,0.99,499.655078534031,259.642420282279,500.02,4.8,52.2169184134409,240.549948439719,true,68,1845,1913,518,-552438039756022758,,false,2026-01-18 00:37:59.654746,2026-01-18 00:37:59.654746,,1000000
3DBall_20260118_013759_e75e53,0.00001,64,4096,64,2,256,0.003,0.95,0.92,213.340091036415,33.7381897759104,500.02,4.2,122.317514988876,89.5181139033555,true,53,14227,14280,474,4731949226503409939,,false,2026-01-18 00:45:54.414873,2026-01-18 00:45:54.414873,,1000000
3DBall_20260118_014554_t8xk5d,0.0003,64,16384,128,3,128,0.001,0.95,0.99,494.141753731343,90.7190851617702,500.02,4.5,219.105670437477,174.329831453494,true,54,2635,2689,269,-1574788506071877368,,false,2026-01-18 00:50:24.931954,2026-01-18 00:50:24.931954,,500000
3DBall_20260118_015024_ktjdci,0.001,512,8192,256,3,256,0.0001,0.995,0.92,500.02,78.3864025974026,500.02,4.7,208.463454639456,162.19145751135,true,64,1476,1540,114,-4682063487304488271,,false,2026-01-18 00:52:19.742231,2026-01-18 00:52:19.742231,,250000
3DBall_20260118_015219_ynf7qe,0.001,2048,16384,256,1,64,0.03,0.995,0.9,94.249209039548,22.2980879864636,500.02,4.4,53.737848871558,39.8123793977426,true,59,5260,5319,105,-104140239317895747,,false,2026-01-18 00:54:05.432252,2026-01-18 00:54:05.432252,,250000
3DBall_20260118_015405_ir9xdw,0.003,2048,2048,64,1,256,0.003,0.999,0.92,94.9568965517241,46.6360367253252,500.02,4.5,104.263677155344,81.6635826933235,true,50,2564,2614,94,-5060676591438530155,,false,2026-01-18 00:55:40.003631,2026-01-18 00:55:40.003631,,250000
3DBall_20260118_015539_pk3kn7,0.001,64,1024,32,3,128,0.1,0.92,0.9,499.423658536585,301.336646415553,500.02,4.4,132.894965012919,228.374497727317,true,83,1563,1646,458,675909958306054589,,false,2026-01-18 01:03:19.011261,2026-01-18 01:03:19.011261,,1000000
3DBall_20260118_020318_mk82sc,0.003,64,2048,256,3,32,0.003,0.9,0.9,187.378351851852,44.5303568127195,500.02,3.6,125.491292468359,116.887557795314,true,50,5359,5409,324,-2288465092920180016,,false,2026-01-18 01:08:43.794698,2026-01-18 01:08:43.794698,,500000
3DBall_20260118_020843_pzhaqe,0.00003,64,1024,64,1,128,0.0003,0.99,0.92,48.8042739273927,19.5038172220389,370.91,4.1,26.966868622239,20.9972820273335,true,135,11989,12124,234,-8828101988150863334,,false,2026-01-18 01:12:38.371225,2026-01-18 01:12:38.371225,,500000
3DBall_20260118_021238_y55bzy,0.001,2048,2048,32,3,64,0.001,0.99,0.9,342.620195530726,67.9516104764559,500.02,4.1,191.798066431016,147.048241323242,true,52,3537,3589,185,-6239295159344780113,,false,2026-01-18 01:15:44.133364,2026-01-18 01:15:44.133364,,500000
3DBall_20260118_021544_icbx5x,0.00003,1024,2048,256,3,64,0.01,0.99,0.99,296.09550274223,44.2271652968036,500.02,4.3,141.046710157887,105.19964173004,true,81,5394,5475,233,-3666623777376996127,,false,2026-01-18 01:19:37.859246,2026-01-18 01:19:37.859246,,500000
3DBall_20260118_021937_8lfs1i,0.003,32,32768,64,1,256,0.01,0.95,0.99,424.375412130638,56.8833250504737,500.02,4.3,175.71361832675,132.587914218404,true,97,6342,6439,370,1225569851989129737,,false,2026-01-18 01:25:49.419986,2026-01-18 01:25:49.419986,,750000
3DBall_20260118_022549_g6lesx,0.0003,128,8192,512,1,64,0.001,0.999,0.9,428.130328638498,57.1976876172608,500.02,4.3,175.810064560453,132.828513788927,true,50,2082,2132,113,-3060053202793678558,,false,2026-01-18 01:27:43.1892,2026-01-18 01:27:43.1892,,250000
3DBall_20260118_022743_fqdr4t,0.00001,512,4096,32,1,32,0.003,0.9,0.95,10.8834844868735,10.8300076343163,42.9,4.2,3.89789271332971,3.87302189597206,true,71,20887,20958,218,1806096740452442448,,false,2026-01-18 01:31:22.559383,2026-01-18 01:31:22.559383,,500000
3DBall_20260118_023122_9yq0p7,0.003,256,4096,64,3,32,0.001,0.999,0.99,500.02,266.607141833811,500.02,4.5,64.7447828110465,239.708202215786,true,57,1339,1396,306,1174723558238294082,,false,2026-01-18 01:36:29.264028,2026-01-18 01:36:29.264028,,750000
3DBall_20260118_023629_metw2z,0.003,2048,8192,256,3,64,0.0001,0.99,0.92,422.928664987406,124.386283987915,500.02,3.7,231.246466232793,201.937501115033,true,50,3922,3972,437,6922274783664055340,,false,2026-01-18 01:43:47.58187,2026-01-18 01:43:47.58187,,1000000
3DBall_20260118_024347_6kgh90,0.0001,512,16384,32,2,32,0.0001,0.97,0.95,11.9987115956392,11.2883361411158,45.6,4.3,4.56168103320278,4.29375189523182,true,76,10015,10091,114,-4033399889053978372,,false,2026-01-18 01:45:43.016331,2026-01-18 01:45:43.016331,,250000
3DBall_20260118_024542_isvjp8,0.001,64,1024,32,3,256,0.1,0.99,0.97,478.374565217391,267.366147186147,500.02,4.7,142.474233509919,232.259358423758,true,50,874,924,229,2487621085741703964,,false,2026-01-18 01:49:33.269313,2026-01-18 01:49:33.269313,,500000
3DBall_20260118_024933_1h4kau,0.0001,256,8192,32,1,256,0.1,0.95,0.97,12.2469367588933,11.2524651714257,40.6,4.3,4.57048810136435,4.26694707809384,true,57,10064,10121,113,8057658051374556445,,false,2026-01-18 01:51:27.474964,2026-01-18 01:51:27.474964,,250000
3DBall_20260118_025127_lmu7nt,0.0003,2048,8192,32,2,32,0.003,0.995,0.95,12.2413930348259,11.3371505322853,41.1,4.3,4.68989097416673,4.31013835123997,true,95,9956,10051,111,7185898637820341512,,false,2026-01-18 01:53:19.559142,2026-01-18 01:53:19.559142,,250000
3DBall_20260118_025319_h3gu4n,0.001,256,32768,32,1,32,0.01,0.9,0.92,122.358400809717,23.8015688259109,500.02,4.4,87.4499216245992,63.2722837840656,true,52,9828,9880,209,-7364213738510413410,,false,2026-01-18 01:56:49.772693,2026-01-18 01:56:49.772693,,500000
3DBall_20260118_025649_87xg8t,0.0001,1024,1024,256,2,32,0.1,0.97,0.95,317.211534090909,104.771714852608,500.02,4.5,187.504322552951,161.179481408562,true,52,3476,3528,318,3323751195354673542,,false,2026-01-18 02:02:09.338496,2026-01-18 02:02:09.338496,,750000
3DBall_20260118_030209_lkroni,0.0003,512,2048,256,1,64,0.03,0.9,0.99,435.393246073298,62.7411006781429,500.02,4.4,179.716092006991,137.03072834966,true,67,1850,1917,98,5760676640513787436,,false,2026-01-18 02:03:48.518836,2026-01-18 02:03:48.518836,,250000
3DBall_20260118_030348_bzbp9c,0.003,2048,16384,256,2,32,0.1,0.999,0.97,260.953774834437,39.2688543046358,500.02,4.2,136.860998080048,100.928922170056,true,55,2965,3020,112,-7204642229707117946,,false,2026-01-18 02:05:41.240711,2026-01-18 02:05:41.240711,,250000
3DBall_20260118_030541_kaeetm,0.003,128,8192,512,2,32,0.003,0.95,0.92,54.1158591178407,31.6245342637088,500.02,2.8,114.297182809649,95.0423117362741,true,53,15138,15191,612,-1292475481010761404,,false,2026-01-18 02:15:54.229301,2026-01-18 02:15:54.229301,,1000000
3DBall_20260118_031554_cus9ji,0.0001,256,2048,512,3,32,0.01,0.995,0.99,500.02,323.541628664495,500.02,5,68.7797312379348,231.39761975742,true,100,1435,1535,624,-1147133038576278637,,false,2026-01-18 02:26:19.475583,2026-01-18 02:26:19.475583,,1000000
3DBall_20260118_032619_8hggst,0.0001,64,8192,256,2,64,0.0001,0.97,0.95,493.361202185792,66.1594863387978,500.02,4.3,193.075667109723,147.375972411438,true,69,1761,1830,138,4637545294510527745,,false,2026-01-18 02:28:38.971176,2026-01-18 02:28:38.971176,,250000
3DBall_20260118_032838_8aeyun,0.00001,32,2048,64,1,256,0.03,0.99,0.9,15.9114366197183,12.9850599966199,65.6,4.3,6.68178647912878,5.8916751298104,true,65,17686,17751,275,-2218441635255024846,,false,2026-01-18 02:33:15.480002,2026-01-18 02:33:15.480002,,500000
3DBall_20260118_033315_qvbrjh,0.00001,2048,4096,32,2,64,0.03,0.97,0.95,10.5837981101636,10.4233919476389,41.1,4.1,3.59059718771944,3.56532416879511,true,62,43329,43391,431,5441079109177186237,,false,2026-01-18 02:40:28.254902,2026-01-18 02:40:28.254902,,1000000
3DBall_20260118_034028_zmadwc,0.0001,32,2048,512,1,32,0.1,0.995,0.97,478.152743362832,217.403987621574,500.02,4.4,168.022468637054,236.129426413764,true,76,1055,1131,276,5699786436112773009,,false,2026-01-18 02:45:05.894952,2026-01-18 02:45:05.894952,,500000
3DBall_20260118_034505_dtofid,0.0003,64,2048,128,1,32,0.001,0.97,0.92,500.02,112.465894833948,500.02,4.3,233.845272314347,194.330416588522,true,66,1018,1084,116,8887056978052571081,,false,2026-01-18 02:47:02.740636,2026-01-18 02:47:02.740636,,250000
3DBall_20260118_034702_aelyxq,0.001,128,8192,64,2,256,0.003,0.92,0.9,491.425840707965,108.667368653422,500.02,4.4,233.631879495162,192.315324592389,true,60,2205,2265,207,4714105650259236826,,false,2026-01-18 02:50:30.580474,2026-01-18 02:50:30.580474,,500000
3DBall_20260118_035030_bprnyf,0.0001,2048,16384,256,1,32,0.003,0.97,0.97,18.6534238488784,13.6529248568561,77.1,4.2,7.88874927136807,6.77397243356839,true,65,16876,16941,219,-6440106167885456250,,false,2026-01-18 02:54:10.978631,2026-01-18 02:54:10.978631,,500000
3DBall_20260118_035410_rhanes,0.00001,512,32768,64,1,256,0.01,0.99,0.92,9.59471355894713,9.95932627015549,44.1,4,3.42147748451007,3.4984781212041,true,99,45112,45211,446,4491217831647742889,,false,2026-01-18 03:01:38.329774,2026-01-18 03:01:38.329774,,1000000
3DBall_20260118_040138_gn0ft8,0.003,128,2048,64,2,32,0.003,0.92,0.92,500.02,288.968785992218,500.02,4.8,134.128128647064,239.980138363803,true,54,1231,1285,311,-2125782914016524962,,false,2026-01-18 03:06:50.542038,2026-01-18 03:06:50.542038,,750000
3DBall_20260118_040650_9p17l4,0.00003,256,32768,128,1,64,0.03,0.95,0.9,21.97414910859,14.0875232925545,106.8,4,9.91311579384219,8.28293170775704,true,76,24610,24686,329,-2906731699436696364,,false,2026-01-18 03:12:20.93917,2026-01-18 03:12:20.93917,,750000
3DBall_20260118_041220_14xd3z,0.0001,32,32768,512,1,64,0.1,0.97,0.92,349.84925729443,48.2571949602122,500.02,4.3,160.86010726402,119.777056232311,true,51,7489,7540,420,-563918164287246344,,false,2026-01-18 03:19:21.784649,2026-01-18 03:19:21.784649,,750000
3DBall_20260118_041921_qpk6eg,0.0001,2048,32768,32,1,256,0.1,0.995,0.97,12.185862837336,11.278440934746,50.8,4.1,4.65847474686861,4.31130790300232,true,56,40340,40396,498,-1283902370948517290,,false,2026-01-18 03:27:40.608445,2026-01-18 03:27:40.608445,,1000000
3DBall_20260118_042740_bl4joq,0.0001,64,2048,32,2,128,0.0003,0.92,0.92,287.349930795848,41.0728759073626,500.02,4.6,144.699065460153,106.738010910188,true,57,2836,2893,121,3638482355266779930,,false,2026-01-18 03:29:42.823641,2026-01-18 03:29:42.823641,,250000
3DBall_20260118_042942_tjzvak,0.00001,256,32768,64,3,32,0.003,0.95,0.92,15.4060932866002,12.3798328390402,58.1,4.2,6.0808828427685,5.35553549578179,true,141,36949,37090,480,-3593660422113681639,,false,2026-01-18 03:37:43.800633,2026-01-18 03:37:43.800633,,1000000
3DBall_20260118_043743_o1jmiq,0.00001,128,8192,128,1,128,0.0001,0.999,0.92,13.7683940482299,11.7235073861305,61,3.8,5.47680523410699,4.85092633242018,true,56,19440,19496,236,-3145509385807308854,,false,2026-01-18 03:41:41.021461,2026-01-18 03:41:41.021461,,500000
3DBall_20260118_044140_4875ga,0.0003,512,8192,256,3,64,0.003,0.92,0.97,497.759342723005,115.097067352666,500.02,4.7,233.473831963395,195.232381565522,true,94,2044,2138,225,-5458284832232534926,,false,2026-01-18 03:45:26.861157,2026-01-18 03:45:26.861157,,500000
3DBall_20260118_044526_wzxtm8,0.0003,32,32768,32,1,64,0.03,0.95,0.99,352.193153638814,49.1171630727763,500.02,4.4,161.208572004163,120.242364643407,true,50,7370,7420,373,5011186870736161820,,false,2026-01-18 03:51:40.570627,2026-01-18 03:51:40.570627,,750000
3DBall_20260118_045140_r7vg6o,0.001,256,8192,256,2,64,0.0001,0.99,0.97,494.719784946237,198.037782538832,500.02,4.5,199.56766782597,233.413677264715,true,111,1756,1867,321,-9217912726792464941,,false,2026-01-18 03:57:02.475078,2026-01-18 03:57:02.475078,,750000
3DBall_20260118_045702_zvz2qi,0.00003,512,16384,32,2,64,0.003,0.95,0.97,13.3019032921811,11.7598040224268,51.6,3.9,5.32894568408517,4.79602540344143,true,71,38811,38882,436,-742527098054258328,,false,2026-01-18 04:04:20.117089,2026-01-18 04:04:20.117089,,1000000
3DBall_20260118_050419_egaqfh,0.001,256,1024,64,1,256,0.003,0.95,0.9,447.552452830188,233.774447236181,500.02,4.5,140.147495936274,240.914620141004,true,58,1534,1592,271,9002388663285124605,,false,2026-01-18 04:08:51.739795,2026-01-18 04:08:51.739795,,750000
3DBall_20260118_050851_57tyc9,0.001,64,1024,256,3,256,0.0003,0.999,0.92,500.02,347.583236940298,500.02,4.2,80.6183914977055,223.530974782862,true,60,1012,1072,448,3133772389186804330,,false,2026-01-18 04:16:21.234909,2026-01-18 04:16:21.234909,,750000
3DBall_20260118_051620_er6pvp,0.001,256,2048,256,1,128,0.0001,0.995,0.97,495.397662337662,159.073221216041,500.02,4.7,228.348516714612,218.476561201449,true,51,722,773,98,4480651514899898070,,false,2026-01-18 04:18:00.278042,2026-01-18 04:18:00.278042,,250000
3DBall_20260118_051759_x6d9bs,0.003,128,1024,32,2,64,0.0001,0.995,0.92,223.231677018634,307.083288009889,500.02,4.7,239.549094414068,238.53444958461,true,78,1540,1618,391,949194410753240356,,false,2026-01-18 04:24:31.988021,2026-01-18 04:24:31.988021,,1000000
3DBall_20260118_052431_qff7rv,0.00003,32,4096,64,2,64,0.001,0.99,0.9,494.643964497042,108.575750958985,500.02,4.3,231.930676120208,191.033277360149,true,83,3306,3389,405,-8429631304841882343,,false,2026-01-18 04:31:17.756386,2026-01-18 04:31:17.756386,,750000
3DBall_20260118_053117_wkyur9,0.0003,128,1024,512,2,128,0.001,0.999,0.92,482.708771929825,324.324759825327,500.02,4.2,128.52309419607,231.274024883126,true,55,1090,1145,412,-8250551452978346583,,false,2026-01-18 04:38:11.03857,2026-01-18 04:38:11.03857,,750000
3DBall_20260118_053810_g7tpjw,0.003,1024,4096,256,2,256,0.003,0.995,0.99,497.864666666667,115.023675213675,500.02,4.2,226.694969325213,190.900338113401,true,52,1001,1053,104,-7343173424602318845,,false,2026-01-18 04:39:56.241504,2026-01-18 04:39:56.241504,,250000
3DBall_20260118_053955_kejsx2,0.00003,256,4096,32,3,128,0.01,0.92,0.97,10.5215341959335,10.4519035298466,39.1,4.2,3.73475062024911,3.6941486218873,true,112,10710,10822,119,2232757073911682279,,false,2026-01-18 04:41:56.338401,2026-01-18 04:41:56.338401,,250000
